datetime,Global_active_power,Global_reactive_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_remainder,Voltage,Global_intensity,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2006-12-31,3494.1959999999995,150.85200000000012,0.0,347.0,6502.0,51387.60000000006,239.8965763888888,10.199583333333335,67.8,9.0,5.0,3.0,2.0
2007-01-01,2749.004000000016,148.16599999999983,0.0,352.0,5880.0,39584.73333333333,240.12897916666685,7.9169444444444705,23.4,10.0,0.0,0.0,2.0
2007-01-02,1269.2360000000006,190.34200000000055,0.0,348.0,6562.0,14243.933333333314,241.94377777777765,3.7140277777777784,23.4,10.0,0.0,0.0,2.0
2007-01-03,1014.0540000000005,196.7280000000004,0.0,344.0,4765.0,11791.899999999992,243.557090277778,3.01402777777777,23.4,10.0,0.0,0.0,2.0
2007-01-04,3259.4119999999907,202.30199999999982,1051.0,7597.0,10896.0,34779.53333333334,239.75029861111113,9.478194444444444,23.4,10.0,0.0,0.0,2.0
2007-01-05,2713.3639999999928,173.15399999999977,1483.0,379.0,7602.0,35758.733333333366,240.49576388888877,7.8851388888888945,23.4,10.0,0.0,0.0,2.0
2007-01-06,1508.3779999999997,192.18799999999942,1336.0,402.0,5678.0,17723.6333333333,239.6730555555553,4.543888888888884,23.4,10.0,0.0,0.0,2.0
2007-01-07,2447.620000000002,246.07400000000024,1987.0,8177.0,12810.0,17819.666666666668,240.90248611111122,7.282638888888898,23.4,10.0,0.0,0.0,2.0
2007-01-08,2241.3599999999974,207.5680000000003,0.0,467.0,17547.0,19342.000000000033,239.576951388889,6.551666666666682,23.4,10.0,0.0,0.0,2.0
2007-01-09,1869.053999999999,207.24800000000027,1688.0,4267.0,9790.0,15405.900000000001,240.48752083333315,5.5211111111111055,23.4,10.0,0.0,0.0,2.0
2007-01-10,2154.799999999996,228.45199999999937,771.0,4456.0,11012.0,19674.333333333307,241.02745138888903,6.357777777777788,23.4,10.0,0.0,0.0,2.0
2007-01-11,2255.1940000000004,230.01999999999998,1378.0,2170.0,12415.0,21623.56666666669,241.1556874999998,6.658333333333322,23.4,10.0,0.0,0.0,2.0
2007-01-12,1461.2960000000023,199.14000000000007,0.0,439.0,8276.0,15639.933333333334,241.53820833333376,4.309166666666666,23.4,10.0,0.0,0.0,2.0
2007-01-13,3186.813999999998,290.7359999999997,7806.0,2975.0,11341.0,30991.566666666677,239.28361111111101,9.45305555555556,23.4,10.0,0.0,0.0,2.0
2007-01-14,3011.028999999998,227.3770000000001,1777.0,4215.0,12991.5,31200.31666666665,238.81780555555557,8.971666666666675,23.4,10.0,0.0,0.0,2.0
2007-01-15,2148.677999999998,174.86000000000035,1099.0,2239.0,15163.0,17310.299999999992,241.24090972222228,6.261527777777779,23.4,10.0,0.0,0.0,2.0
2007-01-16,1686.4039999999998,185.42799999999988,2063.0,644.0,6583.0,18816.73333333334,241.9447569444445,4.975972222222223,23.4,10.0,0.0,0.0,2.0
2007-01-17,2847.687999999999,200.75199999999992,3500.0,5737.0,16064.0,22160.466666666638,241.0052499999998,8.283888888888871,23.4,10.0,0.0,0.0,2.0
2007-01-18,1821.4620000000011,177.71199999999988,0.0,336.0,13491.0,16530.699999999983,240.8935972222225,5.342499999999978,23.4,10.0,0.0,0.0,2.0
2007-01-19,1480.4400000000028,170.05200000000036,2103.0,330.0,7172.0,15069.000000000022,240.16094444444425,4.376249999999998,23.4,10.0,0.0,0.0,2.0
2007-01-20,3133.7319999999963,238.3620000000003,4324.0,5222.0,11440.0,31242.866666666698,238.86747222222237,9.348055555555536,23.4,10.0,0.0,0.0,2.0
2007-01-21,3407.261999999998,229.7360000000004,10346.0,5567.0,11599.0,29275.69999999996,238.96811805555566,10.190694444444453,23.4,10.0,0.0,0.0,2.0
2007-01-22,2180.494,168.64200000000025,1054.0,2983.0,11361.0,20943.56666666668,241.60313194444416,6.35527777777775,23.4,10.0,0.0,0.0,2.0
2007-01-23,1777.6400000000003,138.27999999999986,0.0,1064.0,5061.0,23502.33333333339,242.7625555555554,5.26083333333336,23.4,10.0,0.0,0.0,2.0
2007-01-24,2987.853999999998,178.06000000000006,3464.0,2480.0,11744.0,32109.566666666622,241.45769444444434,8.733611111111113,23.4,10.0,0.0,0.0,2.0
2007-01-25,1596.3439999999975,144.16000000000005,1158.0,262.0,11239.0,13946.733333333344,243.42436111111107,4.629305555555553,23.4,10.0,0.0,0.0,2.0
2007-01-26,1617.9719999999982,142.90199999999993,1163.0,261.0,8238.0,17304.200000000008,242.7717916666665,4.721388888888897,23.4,10.0,0.0,0.0,2.0
2007-01-27,2044.0720000000008,148.2420000000001,1170.0,3896.0,12374.0,16627.866666666676,241.61656944444428,5.949861111111129,23.4,10.0,0.0,0.0,2.0
2007-01-28,3092.424999999989,153.6279999999999,3466.0,3997.5,12061.0,32015.91666666664,240.30152083333257,9.133888888888887,23.4,10.0,0.0,0.0,2.0
2007-01-29,1982.6640000000002,165.69599999999983,1123.0,294.0,15254.0,16373.399999999987,240.92959722222267,5.788888888888891,23.4,10.0,0.0,0.0,2.0
2007-01-30,1707.7979999999984,180.9340000000003,1123.0,1424.0,8149.0,17767.300000000003,241.84087500000012,5.028194444444446,23.4,10.0,0.0,0.0,2.0
2007-01-31,2363.7520000000013,185.98800000000043,0.0,5950.0,15052.0,18393.86666666665,239.9211319444446,6.92361111111111,23.4,10.0,0.0,0.0,2.0
2007-02-01,1824.7599999999998,150.2639999999999,1170.0,386.0,13145.0,15711.666666666662,240.39213888888895,5.3324999999999845,78.0,13.0,6.0,2.0,2.0
2007-02-02,1667.7359999999976,139.54200000000006,0.0,356.0,11338.0,16101.599999999988,240.3343888888891,4.8708333333333185,78.0,13.0,6.0,2.0,2.0
2007-02-03,4029.721999999996,245.82400000000007,4746.0,4573.0,17834.0,40009.03333333337,238.9101944444446,11.815972222222237,78.0,13.0,6.0,2.0,2.0
2007-02-04,3595.9400000000023,186.49400000000028,3391.0,4597.0,14472.0,37472.33333333331,239.63333333333284,10.565416666666664,78.0,13.0,6.0,2.0,2.0
2007-02-05,1645.2799999999997,147.22799999999984,896.0,2564.0,7849.0,16112.333333333323,240.81031249999998,4.820416666666669,78.0,13.0,6.0,2.0,2.0
2007-02-06,1273.4800000000005,142.566,1185.0,405.0,4517.0,15117.666666666673,241.2641597222219,3.7719444444444505,78.0,13.0,6.0,2.0,2.0
2007-02-07,2328.018000000001,177.70800000000034,3299.0,3513.0,11986.0,20002.300000000014,241.14969444444452,6.7916666666666705,78.0,13.0,6.0,2.0,2.0
2007-02-08,1801.4140000000002,138.89600000000024,2226.0,366.0,10157.0,17274.56666666667,241.79730555555554,5.248333333333321,78.0,13.0,6.0,2.0,2.0
2007-02-09,1620.198000000001,158.0660000000001,0.0,3045.0,9770.0,14188.299999999997,241.74044444444456,4.727222222222219,78.0,13.0,6.0,2.0,2.0
2007-02-10,2829.3279999999995,192.97399999999973,5071.0,2831.0,14405.0,24848.466666666664,240.03682638888833,8.303749999999996,78.0,13.0,6.0,2.0,2.0
2007-02-11,3571.2279999999987,204.3140000000003,2430.0,4765.0,13114.0,39211.466666666696,239.50614583333302,10.526805555555542,78.0,13.0,6.0,2.0,2.0
2007-02-12,1877.6100000000004,136.7039999999999,2227.0,399.0,11517.0,17150.500000000007,240.0984999999999,5.503472222222219,78.0,13.0,6.0,2.0,2.0
2007-02-13,1414.5460000000003,134.67799999999968,0.0,2828.0,6256.0,14491.766666666686,241.16685416666652,4.143750000000003,78.0,13.0,6.0,2.0,2.0
2007-02-14,2498.6719999999964,202.5060000000002,3295.0,3793.0,11579.0,22977.533333333362,240.3753888888889,7.315138888888896,78.0,13.0,6.0,2.0,2.0
2007-02-15,1985.3459999999977,165.9639999999999,0.0,2363.0,14028.0,16698.099999999977,240.6692222222218,5.82027777777778,78.0,13.0,6.0,2.0,2.0
2007-02-16,1702.5279999999975,151.68599999999992,1148.0,859.0,8689.0,17679.46666666663,240.82094444444454,5.046527777777746,78.0,13.0,6.0,2.0,2.0
2007-02-17,2076.9120000000025,238.96800000000033,1765.0,2226.0,7157.0,23467.200000000004,239.31603472222199,6.129166666666671,78.0,13.0,6.0,2.0,2.0
2007-02-18,3829.762000000007,255.52200000000042,6107.0,8003.0,13129.0,36590.366666666756,239.170805555556,11.23888888888887,78.0,13.0,6.0,2.0,2.0
2007-02-19,2186.6139999999978,176.58400000000003,1634.0,2900.0,13085.0,18824.566666666648,239.7895833333335,6.442222222222232,78.0,13.0,6.0,2.0,2.0
2007-02-20,3149.928000000004,187.15799999999962,2058.0,5191.0,9713.0,35536.79999999995,239.86544444444465,9.16847222222227,78.0,13.0,6.0,2.0,2.0
2007-02-21,2072.8740000000025,189.87000000000026,3527.0,2332.0,11548.0,17140.899999999972,240.46096527777712,6.074444444444444,78.0,13.0,6.0,2.0,2.0
2007-02-22,3377.4199999999955,138.14399999999978,1409.0,4165.0,12285.0,38431.33333333329,238.62018055555507,9.880277777777751,78.0,13.0,6.0,2.0,2.0
2007-02-23,1313.4800000000025,149.34400000000005,0.0,503.0,10786.0,10602.333333333323,240.68596527777737,3.825416666666619,78.0,13.0,6.0,2.0,2.0
2007-02-24,714.9220000000016,122.20199999999963,0.0,363.0,3562.0,7990.366666666678,239.86310416666686,2.0858333333333583,78.0,13.0,6.0,2.0,2.0
2007-02-25,501.74000000000103,113.7359999999999,0.0,329.0,1660.0,6373.333333333355,241.68154861111094,1.4622222222222236,78.0,13.0,6.0,2.0,2.0
2007-02-26,568.484,108.27999999999987,0.0,331.0,2830.0,6313.733333333344,241.27359027777788,1.658888888888888,78.0,13.0,6.0,2.0,2.0
2007-02-27,518.1119999999974,113.20399999999992,0.0,314.0,1924.0,6397.199999999985,242.9442708333336,1.5245833333333407,78.0,13.0,6.0,2.0,2.0
2007-02-28,520.774000000001,113.37199999999986,0.0,340.0,1973.0,6366.566666666662,242.15959027777743,1.528472222222229,78.0,13.0,6.0,2.0,2.0
2007-03-01,517.5640000000016,107.62799999999967,0.0,316.0,1980.0,6330.066666666682,241.3214027777777,1.508888888888894,39.0,12.0,3.0,0.0,2.0
2007-03-02,515.6880000000006,107.00799999999968,0.0,340.0,1969.0,6285.799999999999,240.59159722222205,1.5068055555555597,39.0,12.0,3.0,0.0,2.0
2007-03-03,819.1220000000008,134.99199999999985,0.0,347.0,4597.0,8708.033333333333,241.28808333333322,2.4011111111111187,39.0,12.0,3.0,0.0,2.0
2007-03-04,2090.700000000001,175.6820000000002,1476.0,8711.0,9408.0,15250.00000000001,240.02979861111137,6.158194444444437,39.0,12.0,3.0,0.0,2.0
2007-03-05,2660.332000000001,205.95599999999956,5727.0,12109.0,10026.0,16476.86666666667,240.0309097222223,7.8402777777777946,39.0,12.0,3.0,0.0,2.0
2007-03-06,1246.4999999999977,186.14800000000056,0.0,1740.0,4700.0,14335.000000000035,240.98806944444462,3.6956944444444533,39.0,12.0,3.0,0.0,2.0
2007-03-07,2375.2060000000024,171.19999999999933,1076.0,4761.0,15513.0,18236.766666666645,240.3235625000004,6.934999999999999,39.0,12.0,3.0,0.0,2.0
2007-03-08,1572.1319999999964,187.40400000000074,2180.0,3385.0,6655.0,13982.200000000003,240.66542361111095,4.665138888888918,39.0,12.0,3.0,0.0,2.0
2007-03-09,1272.6119999999996,119.23799999999964,1093.0,345.0,8631.0,11141.200000000008,240.88846527777787,3.7312499999999975,39.0,12.0,3.0,0.0,2.0
2007-03-10,2484.712000000008,243.52799999999965,4130.0,5422.0,10979.0,20880.866666666658,239.8028333333331,7.341944444444424,39.0,12.0,3.0,0.0,2.0
2007-03-11,3480.636000000001,173.37399999999988,4810.0,3420.0,9500.0,40280.59999999999,240.00729166666602,10.121527777777764,39.0,12.0,3.0,0.0,2.0
2007-03-12,1950.6680000000006,134.42199999999966,1403.0,2841.0,12353.0,15914.133333333351,240.55871527777788,5.728472222222197,39.0,12.0,3.0,0.0,2.0
2007-03-13,1290.1440000000034,126.71799999999979,1350.0,3859.0,5323.0,10970.399999999994,240.89796527777773,3.8056944444444487,39.0,12.0,3.0,0.0,2.0
2007-03-14,1793.3639999999998,157.52199999999974,3485.0,480.0,8607.0,17317.400000000005,240.77729166666626,5.2674999999999965,39.0,12.0,3.0,0.0,2.0
2007-03-15,1884.8140000000012,159.32600000000022,0.0,3263.0,11036.0,17114.566666666702,240.2804930555553,5.523194444444449,39.0,12.0,3.0,0.0,2.0
2007-03-16,1702.053999999999,130.2079999999997,1106.0,4604.0,5370.0,17287.566666666666,239.52713194444436,4.992361111111113,39.0,12.0,3.0,0.0,2.0
2007-03-17,2028.090000000002,127.06799999999969,2208.0,359.0,12275.0,18959.499999999978,238.2246527777776,5.9461111111111125,39.0,12.0,3.0,0.0,2.0
2007-03-18,2371.045999999996,241.45000000000047,6564.0,7369.0,5856.0,19728.433333333367,241.0478194444448,7.00791666666668,39.0,12.0,3.0,0.0,2.0
2007-03-19,2152.5179999999987,144.76400000000004,1648.0,2686.0,14118.0,17423.29999999999,240.4970902777781,6.281944444444447,39.0,12.0,3.0,0.0,2.0
2007-03-20,2086.2279999999996,164.87000000000003,3745.0,2837.0,11255.0,16933.466666666685,240.81563888888883,6.151249999999973,39.0,12.0,3.0,0.0,2.0
2007-03-21,2142.0920000000006,142.83000000000007,1865.0,4133.0,12335.0,17368.533333333333,240.9866458333335,6.2372222222222184,39.0,12.0,3.0,0.0,2.0
2007-03-22,1454.9779999999998,113.82600000000001,353.0,736.0,10462.0,12698.633333333335,241.76352777777765,4.223055555555545,39.0,12.0,3.0,0.0,2.0
2007-03-23,1309.008,119.48799999999996,1127.0,777.0,8369.0,11543.800000000012,241.64547916666692,3.8037500000000106,39.0,12.0,3.0,0.0,2.0
2007-03-24,2968.430000000003,191.02399999999994,3707.0,5797.0,16382.0,23587.833333333336,239.70447222222222,8.70333333333334,39.0,12.0,3.0,0.0,2.0
2007-03-25,3336.6530000000016,236.20000000000022,4630.0,3600.0,9358.0,38022.88333333333,240.03453819444476,9.717152777777779,39.0,12.0,3.0,0.0,2.0
2007-03-26,1416.0819999999994,160.96600000000055,1088.0,344.0,9096.0,13073.366666666667,241.3368124999996,4.1830555555555575,39.0,12.0,3.0,0.0,2.0
2007-03-27,1105.1399999999999,151.7259999999999,0.0,3019.0,3697.0,11703.0,240.60197916666698,3.296527777777787,39.0,12.0,3.0,0.0,2.0
2007-03-28,2333.8980000000015,196.51799999999974,1122.0,8527.0,13888.0,15361.300000000007,240.44461111111087,6.8545833333333235,39.0,12.0,3.0,0.0,2.0
2007-03-29,1590.405999999999,198.69600000000005,1162.0,460.0,10724.0,14160.766666666657,240.53668749999997,4.6768055555555685,39.0,12.0,3.0,0.0,2.0
2007-03-30,1402.3939999999977,181.12799999999973,1094.0,468.0,8217.0,13594.233333333344,241.0392291666669,4.189583333333329,39.0,12.0,3.0,0.0,2.0
2007-03-31,3509.510000000001,231.5040000000003,2620.0,7707.0,17682.0,30482.83333333335,239.26077083333337,10.26472222222221,39.0,12.0,3.0,0.0,2.0
2007-04-01,2785.952000000006,202.55199999999996,4629.0,5401.0,19509.0,16893.533333333326,240.024486111112,8.149444444444443,11.5,1.0,1.0,1.0,2.0
2007-04-02,1960.7780000000037,174.33599999999993,1755.0,970.0,16641.0,13313.633333333326,240.46011805555565,5.7126388888888835,11.5,1.0,1.0,1.0,2.0
2007-04-03,1642.819999999997,168.76,3630.0,1042.0,7637.0,15071.333333333325,240.50495833333335,4.846249999999992,11.5,1.0,1.0,1.0,2.0
2007-04-04,2051.867999999997,172.31800000000018,3434.0,420.0,14748.0,15595.79999999999,240.33178472222215,5.986249999999983,11.5,1.0,1.0,1.0,2.0
2007-04-05,1844.078,244.53800000000038,1086.0,4277.0,10523.0,14848.633333333306,241.17310416666655,5.491527777777777,11.5,1.0,1.0,1.0,2.0
2007-04-06,1601.1400000000006,143.21399999999957,0.0,5466.0,9166.0,12053.66666666665,241.18445138888868,4.68861111111111,11.5,1.0,1.0,1.0,2.0
2007-04-07,1553.9239999999988,138.72999999999988,1127.0,3111.0,5923.0,15737.73333333332,240.37859027777787,4.564583333333327,11.5,1.0,1.0,1.0,2.0
2007-04-08,1608.8159999999975,135.88199999999998,0.0,485.0,3545.0,22783.600000000013,240.34918055555585,4.7198611111111015,11.5,1.0,1.0,1.0,2.0
2007-04-09,1000.9200000000027,160.11000000000013,2667.0,514.0,3801.0,9700.000000000025,240.55048611111079,2.974583333333331,11.5,1.0,1.0,1.0,2.0
2007-04-10,777.3640000000003,148.93999999999983,209.0,742.0,2572.0,9433.066666666678,240.81370138888892,2.3473611111111046,11.5,1.0,1.0,1.0,2.0
2007-04-11,887.4820000000022,192.44600000000057,0.0,1112.0,6421.0,7258.366666666682,241.1548263888888,2.618750000000006,11.5,1.0,1.0,1.0,2.0
2007-04-12,537.7060000000009,147.81200000000027,0.0,541.0,1818.0,6602.766666666664,240.25606250000018,1.597916666666673,11.5,1.0,1.0,1.0,2.0
2007-04-13,551.0220000000013,151.64000000000001,0.0,558.0,1988.0,6637.699999999988,240.05048611111104,1.6433333333333353,11.5,1.0,1.0,1.0,2.0
2007-04-14,554.2680000000017,155.60999999999962,0.0,578.0,2008.0,6651.800000000007,240.31314583333386,1.6513888888888872,11.5,1.0,1.0,1.0,2.0
2007-04-15,726.1640000000002,171.5439999999992,0.0,1026.0,2893.0,8183.733333333344,240.2366875000001,2.1865277777777763,11.5,1.0,1.0,1.0,2.0
2007-04-16,952.3899999999998,186.07399999999967,952.0,1305.0,4656.0,8960.166666666662,240.6571388888883,2.8724999999999965,11.5,1.0,1.0,1.0,2.0
2007-04-17,1223.7340000000017,218.35399999999976,1532.0,389.0,6199.0,12275.566666666657,240.1956666666667,3.6908333333333307,11.5,1.0,1.0,1.0,2.0
2007-04-18,998.2460000000003,165.2239999999997,1579.0,355.0,3430.0,11273.433333333325,240.14677777777788,2.995416666666655,11.5,1.0,1.0,1.0,2.0
2007-04-19,1028.6580000000035,149.65999999999983,733.0,1605.0,5748.0,9058.299999999981,240.42984027777783,3.055833333333329,11.5,1.0,1.0,1.0,2.0
2007-04-20,822.5799999999997,145.64599999999976,1069.0,360.0,3499.0,8781.666666666659,240.1328958333337,2.4948611111111103,11.5,1.0,1.0,1.0,2.0
2007-04-21,1673.655999999998,212.65799999999982,6575.0,463.0,11129.0,9727.266666666665,239.21323611111094,5.035694444444444,11.5,1.0,1.0,1.0,2.0
2007-04-22,2233.714000000001,267.1940000000004,4264.0,2287.0,11102.0,19575.56666666668,239.60888194444476,6.68847222222223,11.5,1.0,1.0,1.0,2.0
2007-04-23,1054.5659999999993,135.64000000000013,1402.0,506.0,6005.0,9663.1,237.2356458333331,3.264166666666666,11.5,1.0,1.0,1.0,2.0
2007-04-24,1032.0999999999995,135.26399999999984,1125.0,527.0,6680.0,8869.666666666662,235.34492361111103,3.144861111111102,11.5,1.0,1.0,1.0,2.0
2007-04-25,1264.1619999999994,164.7360000000001,0.0,1469.0,8812.0,10788.366666666667,234.94111111111096,3.858055555555568,11.5,1.0,1.0,1.0,2.0
2007-04-26,1275.4660000000006,163.6059999999997,1324.0,1845.0,7163.0,10925.766666666685,234.78729861111086,3.9237499999999934,11.5,1.0,1.0,1.0,2.0
2007-04-27,1094.3319999999985,161.92799999999994,1772.0,545.0,4756.0,11165.866666666674,235.21616666666645,3.3124999999999996,11.5,1.0,1.0,1.0,2.0
2007-04-28,650.5456670247048,262.8418335123522,0.0,18.0,0.0,10824.427783745079,235.89338099340614,2.0101057703783267,11.5,1.0,1.0,1.0,2.0
2007-04-29,493.3809667024706,191.9704833512352,0.0,0.0,0.0,8223.016111707842,235.28055719656282,1.5105800214822775,11.5,1.0,1.0,1.0,2.0
2007-04-30,647.359366272825,152.1546831364123,1214.0,500.0,1131.0,7944.322771213758,234.80638472669764,1.9793142081393906,11.5,1.0,1.0,1.0,2.0
2007-05-01,1663.8579999999988,181.60800000000032,4005.0,995.0,8546.0,14184.966666666673,234.6787013888885,5.073333333333332,81.9,13.0,7.0,2.0,2.0
2007-05-02,1003.4860000000007,160.09199999999987,7.0,1490.0,3754.0,11473.76666666669,235.58207638888894,3.1415277777777724,81.9,13.0,7.0,2.0,2.0
2007-05-03,1090.2379999999994,150.94199999999984,1906.0,1725.0,7836.0,6703.633333333335,235.134888888889,3.3076388888888877,81.9,13.0,7.0,2.0,2.0
2007-05-04,998.1280000000025,174.73999999999953,2259.0,538.0,3990.0,9848.466666666649,235.71019444444428,3.0780555555555407,81.9,13.0,7.0,2.0,2.0
2007-05-05,1563.052000000002,174.10200000000026,2913.0,2493.0,11303.0,9341.86666666668,235.03502083333353,4.736111111111106,81.9,13.0,7.0,2.0,2.0
2007-05-06,2102.1040000000007,182.33599999999947,3215.0,949.0,10095.0,20776.066666666648,234.4096527777778,6.409027777777774,81.9,13.0,7.0,2.0,2.0
2007-05-07,1643.6640000000007,168.9179999999998,946.0,4935.0,9433.0,12080.4,234.53697222222254,4.980972222222229,81.9,13.0,7.0,2.0,2.0
2007-05-08,1789.2920000000001,181.61200000000022,4581.0,2011.0,8777.0,14452.533333333336,234.90623611111175,5.356388888888906,81.9,13.0,7.0,2.0,2.0
2007-05-09,1665.7359999999992,183.48399999999995,3018.0,5631.0,9474.0,9639.266666666672,234.87372222222209,5.056111111111112,81.9,13.0,7.0,2.0,2.0
2007-05-10,707.8840000000004,168.31400000000022,946.0,534.0,3261.0,7057.066666666668,235.79625694444456,2.2068055555555466,81.9,13.0,7.0,2.0,2.0
2007-05-11,979.1539999999998,132.09599999999946,926.0,491.0,6471.0,8431.233333333337,235.22975694444452,3.0276388888888897,81.9,13.0,7.0,2.0,2.0
2007-05-12,1441.5659999999966,209.1720000000002,2247.0,1075.0,10408.0,10296.099999999973,234.72290277777802,4.360555555555564,81.9,13.0,7.0,2.0,2.0
2007-05-13,1634.7379999999973,220.67000000000036,3612.0,2414.0,8958.0,12261.633333333348,235.70870833333336,4.969166666666674,81.9,13.0,7.0,2.0,2.0
2007-05-14,1467.7820000000015,298.552,3176.0,2417.0,5517.0,13353.033333333327,235.69006944444425,4.574166666666666,81.9,13.0,7.0,2.0,2.0
2007-05-15,904.3919999999999,111.18199999999969,0.0,408.0,5318.0,9347.200000000012,235.61199305555553,2.7333333333333036,81.9,13.0,7.0,2.0,2.0
2007-05-16,1692.9439999999995,135.89399999999972,2213.0,5756.0,9077.0,11169.733333333334,235.26081250000024,5.0718055555555495,81.9,13.0,7.0,2.0,2.0
2007-05-17,1231.8159999999984,131.18799999999976,1014.0,2073.0,7687.0,9756.266666666688,235.8684583333331,3.7209722222222164,81.9,13.0,7.0,2.0,2.0
2007-05-18,1631.5299999999977,171.25800000000015,3270.0,3913.0,8116.0,11893.166666666666,235.99459722222159,4.876666666666668,81.9,13.0,7.0,2.0,2.0
2007-05-19,1429.4419999999977,167.8580000000003,4683.0,530.0,7022.0,11589.033333333327,234.94472222222188,4.319305555555564,81.9,13.0,7.0,2.0,2.0
2007-05-20,1968.327999999999,187.53199999999958,5420.0,1733.0,7611.0,18041.466666666685,235.34811805555574,5.941527777777788,81.9,13.0,7.0,2.0,2.0
2007-05-21,1120.0620000000017,117.27999999999997,0.0,468.0,9060.0,9139.700000000015,234.69190972222225,3.338611111111111,81.9,13.0,7.0,2.0,2.0
2007-05-22,1132.8519999999992,128.9160000000002,931.0,3966.0,3984.0,9999.86666666667,235.48057638888903,3.3998611111111012,81.9,13.0,7.0,2.0,2.0
2007-05-23,1464.936000000004,165.87800000000047,956.0,3792.0,8119.0,11548.599999999984,234.8124930555551,4.397500000000006,81.9,13.0,7.0,2.0,2.0
2007-05-24,1154.3880000000015,135.55999999999952,955.0,4116.0,4746.0,9422.80000000001,235.5460625000001,3.4620833333333314,81.9,13.0,7.0,2.0,2.0
2007-05-25,1614.2199999999975,174.58800000000048,8060.0,586.0,6539.0,11718.666666666672,234.44720138888894,4.863472222222217,81.9,13.0,7.0,2.0,2.0
2007-05-26,1512.247999999999,174.23999999999995,2373.0,2754.0,8628.0,11449.133333333348,235.0698888888888,4.562777777777773,81.9,13.0,7.0,2.0,2.0
2007-05-27,2153.807999999997,219.89399999999998,4366.0,5534.0,10444.0,15552.80000000001,234.90843749999985,6.506527777777793,81.9,13.0,7.0,2.0,2.0
2007-05-28,1637.4680000000008,151.1000000000002,4554.0,473.0,9586.0,12678.133333333335,234.90657638888894,4.921944444444439,81.9,13.0,7.0,2.0,2.0
2007-05-29,1061.339999999998,113.2439999999997,0.0,1907.0,4332.0,11450.000000000005,235.69434722222212,3.2072222222222195,81.9,13.0,7.0,2.0,2.0
2007-05-30,1609.8659999999998,147.05799999999962,2250.0,5948.0,7804.0,10829.10000000002,234.83139583333326,4.828472222222216,81.9,13.0,7.0,2.0,2.0
2007-05-31,938.5500000000006,129.58599999999984,935.0,477.0,3552.0,10678.500000000016,235.09652777777777,2.791805555555552,81.9,13.0,7.0,2.0,2.0
2007-06-01,1045.3699999999988,143.34499999999986,0.0,483.0,7664.0,9275.833333333328,235.32296527777777,3.134930555555534,49.0,12.0,4.0,0.0,2.0
